 1581513701.199094 ,  53378844 
 1581513702.278019 ,  53378844 
 1581513703.331511 ,  53378845 
 1581513704.409795 ,  53378845 
 1581513705.463823 ,  53378845 
 1581513706.525083 ,  53378845 
 1581513707.575636 ,  53378846 
 1581513708.627719 ,  53378846 
 1581513709.689975 ,  53378846 
 1581513710.755265 ,  53378846 
 1581513711.833069 ,  53378847 
 1581513712.884375 ,  53378847 
 1581513713.934217 ,  53378847 
 1581513714.978890 ,  53378847 
 1581513716.039149 ,  53378848 
 1581513717.107053 ,  53378848 
 1581513718.175518 ,  53378848 
 1581513719.224792 ,  53378848 
 1581513720.290171 ,  53378849 
 1581513721.352281 ,  53378849 
 1581513722.414727 ,  53378849 
 1581513723.473866 ,  53378850 
 1581513724.546410 ,  53378850 
 1581513725.615477 ,  53378850 
 1581513726.666958 ,  53378850 
 1581513727.742953 ,  53378851 
 1581513728.815662 ,  53378851 
 1581513729.867417 ,  53378851 
 1581513730.916681 ,  53378851 
 1581513731.999118 ,  53378852 
 1581513733.072328 ,  53378852 
 1581513734.159117 ,  53378852 
 1581513735.216274 ,  53378852 
 1581513736.266208 ,  53378853 
 1581513737.311739 ,  53378853 
 1581513738.367209 ,  53378853 
 1581513739.420491 ,  53378854 
 1581513740.491235 ,  53378854 
 1581513741.583566 ,  53378854 
 1581513742.655961 ,  53378854 
 1581513743.714450 ,  53378855 
 1581513744.764255 ,  53378855 
 1581513745.829876 ,  53378855 
 1581513746.880406 ,  53378855 
 1581513747.949039 ,  53378856 
 1581513749.008370 ,  53378856 
 1581513750.074959 ,  53378856 
 1581513751.124083 ,  53378856 
 1581513752.189739 ,  53378857 
 1581513753.243035 ,  53378857 
 1581513754.302119 ,  53378857 
 1581513755.367831 ,  53378858 
 1581513756.423581 ,  53378858 
 1581513757.471564 ,  53378858 
 1581513758.519857 ,  53378858 
 1581513759.602888 ,  53378859 
 1581513760.676380 ,  53378859 
 1581513761.735944 ,  53378859 
 1581513762.809112 ,  53378860 
 1581513763.863256 ,  53378860 
 1581513764.912533 ,  53378860 
 1581513765.975097 ,  53378860 
 1581513767.068179 ,  53378861 
 1581513768.129315 ,  53378861 
 1581513769.187989 ,  53378861 
 1581513770.254083 ,  53378861 
 1581513771.323797 ,  53378862 
 1581513772.418799 ,  53378862 
 1581513773.479015 ,  53378862 
 1581513774.543608 ,  53378863 
 1581513775.594169 ,  53378863 
 1581513776.647070 ,  53378863 
 1581513777.710586 ,  53378863 
 1581513778.779833 ,  53378864 
 1581513779.867247 ,  53378864 
 1581513780.932388 ,  53378864 
 1581513782.007345 ,  53378864 
 1581513783.066847 ,  53378865 
 1581513784.119916 ,  53378865 
 1581513785.183480 ,  53378865 
 1581513786.244129 ,  53378865 
 1581513787.298243 ,  53378866 
 1581513788.363000 ,  53378866 
 1581513789.436353 ,  53378867 
 1581513790.494832 ,  53378867 
 1581513791.543088 ,  53378867 
 1581513792.626983 ,  53378867 
 1581513793.700779 ,  53378868 
 1581513794.778832 ,  53378868 
 1581513795.851141 ,  53378868 
 1581513796.942253 ,  53378868 
 1581513797.999078 ,  53378869 
 1581513799.058888 ,  53378869 
 1581513800.119621 ,  53378869 
 1581513801.174198 ,  53378869 
 1581513802.223339 ,  53378870 
 1581513803.305891 ,  53378870 
 1581513804.395241 ,  53378870 
 1581513805.526657 ,  53378871 
 1581513806.617866 ,  53378871 
 1581513807.748513 ,  53378871 
 1581513808.883155 ,  53378871 
 1581513809.947634 ,  53378872 
 1581513811.014114 ,  53378872 
 1581513812.064304 ,  53378872 
 1581513813.122229 ,  53378872 
 1581513814.234950 ,  53378873 
 1581513815.312179 ,  53378873 
 1581513816.363728 ,  53378873 
 1581513817.422785 ,  53378874 
 1581513818.479894 ,  53378874 
 1581513819.545097 ,  53378874 
 1581513820.595840 ,  53378875 
 1581513821.658908 ,  53378875 
 1581513822.708652 ,  53378875 
 1581513823.763000 ,  53378876 
 1581513824.831109 ,  53378876 
 1581513825.883615 ,  53378876 
 1581513826.954571 ,  53378876 
 1581513828.003626 ,  53378877 
 1581513829.083496 ,  53378877 
 1581513830.159874 ,  53378877 
 1581513831.214138 ,  53378877 
 1581513832.260135 ,  53378878 
 1581513833.318881 ,  53378878 
 1581513834.371545 ,  53378878 
 1581513835.422092 ,  53378878 
 1581513836.499241 ,  53378879 
 1581513837.567882 ,  53378879 
 1581513838.634032 ,  53378879 
 1581513839.684228 ,  53378880 
 1581513840.736262 ,  53378880 
 1581513841.794852 ,  53378880 
 1581513842.839855 ,  53378880 
 1581513843.901655 ,  53378881 
 1581513844.951506 ,  53378881 
 1581513845.998962 ,  53378881 
